power.draw [W], utilization.gpu [%], utilization.memory [%]
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.71 W, 0 %, 0 %
56.71 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.92 W, 0 %, 0 %
56.92 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.61 W, 0 %, 0 %
56.71 W, 0 %, 0 %
56.71 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.80 W, 0 %, 0 %
56.80 W, 0 %, 0 %
56.71 W, 0 %, 0 %
56.71 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
