power.draw [W], utilization.gpu [%], utilization.memory [%]
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.53 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.71 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.53 W, 0 %, 0 %
56.53 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.83 W, 0 %, 0 %
56.54 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.54 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.54 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.54 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.63 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.73 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.74 W, 0 %, 0 %
56.64 W, 0 %, 0 %
56.64 W, 0 %, 0 %
