TensorFlow:  1.13
Model:       googlenet
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  64 global
             64 per device
Num batches: 1000
Num epochs:  0.05
Devices:     ['/gpu:0']
NUMA bind:   False
Data format: NCHW
Optimizer:   sgd
Variables:   parameter_server
==========
Generating training model
Initializing graph
Running warm up
Done warm up
Step	Img/sec	total_loss
420	images/sec: 408.5 +/- 0.3 (jitter = 3.5)	7.070
430	images/sec: 408.6 +/- 0.3 (jitter = 3.4)	7.068
440	images/sec: 408.7 +/- 0.3 (jitter = 3.3)	7.070
450	images/sec: 408.7 +/- 0.3 (jitter = 3.2)	7.069
460	images/sec: 408.8 +/- 0.3 (jitter = 3.1)	7.070
470	images/sec: 408.9 +/- 0.3 (jitter = 2.9)	7.070
480	images/sec: 409.0 +/- 0.3 (jitter = 2.7)	7.070
490	images/sec: 409.0 +/- 0.3 (jitter = 2.7)	7.070
500	images/sec: 409.1 +/- 0.3 (jitter = 2.5)	7.068
510	images/sec: 409.2 +/- 0.3 (jitter = 2.5)	7.071
520	images/sec: 409.2 +/- 0.3 (jitter = 2.3)	7.070
530	images/sec: 409.3 +/- 0.3 (jitter = 2.2)	7.069
540	images/sec: 409.3 +/- 0.3 (jitter = 2.2)	7.070
550	images/sec: 409.4 +/- 0.2 (jitter = 2.2)	7.069
560	images/sec: 409.4 +/- 0.2 (jitter = 2.1)	7.070
570	images/sec: 409.5 +/- 0.2 (jitter = 2.1)	7.071
580	images/sec: 409.5 +/- 0.2 (jitter = 2.1)	7.071
590	images/sec: 409.6 +/- 0.2 (jitter = 2.1)	7.069
600	images/sec: 409.6 +/- 0.2 (jitter = 2.0)	7.070
610	images/sec: 409.6 +/- 0.2 (jitter = 1.9)	7.071
620	images/sec: 409.7 +/- 0.2 (jitter = 1.9)	7.069
630	images/sec: 409.7 +/- 0.2 (jitter = 1.8)	7.072
640	images/sec: 409.7 +/- 0.2 (jitter = 1.8)	7.069
650	images/sec: 409.8 +/- 0.2 (jitter = 1.7)	7.070
660	images/sec: 409.8 +/- 0.2 (jitter = 1.7)	7.071
670	images/sec: 409.9 +/- 0.2 (jitter = 1.7)	7.070
680	images/sec: 409.9 +/- 0.2 (jitter = 1.7)	7.070
690	images/sec: 409.9 +/- 0.2 (jitter = 1.6)	7.070
700	images/sec: 410.0 +/- 0.2 (jitter = 1.6)	7.070
710	images/sec: 410.0 +/- 0.2 (jitter = 1.6)	7.070
720	images/sec: 410.0 +/- 0.2 (jitter = 1.6)	7.071
730	images/sec: 410.0 +/- 0.2 (jitter = 1.6)	7.071
740	images/sec: 410.1 +/- 0.2 (jitter = 1.5)	7.070
750	images/sec: 410.1 +/- 0.2 (jitter = 1.5)	7.070
760	images/sec: 410.1 +/- 0.2 (jitter = 1.5)	7.068
770	images/sec: 410.1 +/- 0.2 (jitter = 1.5)	7.070
780	images/sec: 410.2 +/- 0.2 (jitter = 1.5)	7.070
790	images/sec: 410.2 +/- 0.2 (jitter = 1.5)	7.070
800	images/sec: 410.2 +/- 0.2 (jitter = 1.4)	7.071
810	images/sec: 410.2 +/- 0.2 (jitter = 1.4)	7.070
820	images/sec: 410.3 +/- 0.2 (jitter = 1.4)	7.070
830	images/sec: 410.3 +/- 0.2 (jitter = 1.4)	7.070
840	images/sec: 410.3 +/- 0.2 (jitter = 1.3)	7.069
850	images/sec: 410.3 +/- 0.2 (jitter = 1.3)	7.070
860	images/sec: 410.4 +/- 0.2 (jitter = 1.3)	7.070
870	images/sec: 410.4 +/- 0.2 (jitter = 1.3)	7.071
880	images/sec: 410.4 +/- 0.2 (jitter = 1.3)	7.070
890	images/sec: 410.4 +/- 0.2 (jitter = 1.3)	7.071
900	images/sec: 410.4 +/- 0.2 (jitter = 1.3)	7.070
910	images/sec: 410.4 +/- 0.2 (jitter = 1.3)	7.069
920	images/sec: 410.4 +/- 0.2 (jitter = 1.3)	7.069
930	images/sec: 410.4 +/- 0.2 (jitter = 1.4)	7.070
940	images/sec: 410.3 +/- 0.2 (jitter = 1.4)	7.071
950	images/sec: 410.3 +/- 0.2 (jitter = 1.5)	7.070
960	images/sec: 410.3 +/- 0.2 (jitter = 1.5)	7.070
970	images/sec: 410.2 +/- 0.2 (jitter = 1.5)	7.070
980	images/sec: 410.2 +/- 0.1 (jitter = 1.6)	7.069
990	images/sec: 410.2 +/- 0.1 (jitter = 1.6)	7.069
1000	images/sec: 410.1 +/- 0.1 (jitter = 1.6)	7.071
----------------------------------------------------------------
total images/sec: 409.87
----------------------------------------------------------------
